,0
2558,88.41535859972666
2559,88.40806095760223
2560,88.40076391781184
2561,88.3934674803057
2562,88.38617164503418
2563,88.37887641194757
2564,88.37158178099618
2565,88.36428775213028
2566,88.3569943253002
2567,88.34970150045625
2568,88.34240927754873
2569,88.33511765652796
2570,88.32782663734426
2571,88.32053621994797
2572,88.3132464042894
2573,88.30595719031889
2574,88.29866857798679
2575,88.29138056724342
2576,88.28409315803916
2577,88.27680635032432
2578,88.26952014404928
2579,88.26223453916438
2580,88.25494953562001
2581,88.24766513336651
2582,88.24038133235426
2583,88.23309813253364
2584,88.22581553385501
2585,88.21853353626878
2586,88.21125213972532
2587,88.20397134417503
2588,88.1966911495683
2589,88.18941155585551
2590,88.18213256298709
2591,88.17485417091345
2592,88.16757637958499
2593,88.16029918895211
2594,88.15302259896526
2595,88.14574660957484
2596,88.1384712207313
2597,88.13119643238505
2598,88.12392224448655
2599,88.11664865698621
2600,88.1093756698345
2601,88.10210328298186
2602,88.09483149637873
2603,88.08756030997559
2604,88.08028972372287
2605,88.07301973757107
2606,88.06575035147064
2607,88.05848156537205
2608,88.05121337922577
2609,88.04394579298231
2610,88.03667880659214
2611,88.02941242000573
2612,88.02214663317359
2613,88.01488144604623
2614,88.00761685857414
2615,88.00035287070781
2616,87.99308948239778
2617,87.98582669359453
2618,87.97856450424861
2619,87.97130291431051
2620,87.96404192373079
2621,87.95678153245996
2622,87.94952174044856
2623,87.94226254764712
2624,87.93500395400619
2625,87.92774595947631
2626,87.92048856400804
2627,87.91323176755193
2628,87.90597557005854
2629,87.89871997147843
2630,87.89146497176216
2631,87.88421057086032
2632,87.87695676872346
2633,87.86970356530219
2634,87.86245096054706
2635,87.85519895440868
2636,87.84794754683763
2637,87.84069673778451
2638,87.83344652719992
2639,87.82619691503446
2640,87.81894790123874
2641,87.81169948576338
2642,87.80445166855898
2643,87.79720444957617
2644,87.78995782876557
2645,87.7827118060778
2646,87.77546638146352
